n	dist_native (mean ± SD, mm)	dist_MNI (mean ± SD, mm)	dist_EBT (mean ± SD, mm)	err_MNI (mean ± SD, mm)	err_EBT (mean ± SD, mm)	Δerror (EBT−MNI) mean ± SD (mm)	Δerror (95% CI, mm)	p (paired t-test)
114	51.15 ± 19.26	51.16 ± 19.25	51.15 ± 19.26	0.04 ± 0.05	0.04 ± 0.05	0.00 ± 0.05	-0.01 to 0.01	0.884
